"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"323O";"Stein i urinveiene og/eller ESWL behandling, dagmedisinsk behandling";0.172;1;"M";0.172;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"329N";"Urethrastriktur";0.832;4;"M";0.832;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"335O";"Større operasjoner i det mannlige bekken, dagkirurgisk behandling";0.484;1;"K";0.484;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"337O";"Transurethral prostatectomi, dagkirurgisk behandling";0.260;1;"K";0.950;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"340O";"Op på skrotalinnhold ved godartede sykd, dagkirurgisk behandling";0.522;1;"K";0.598;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"341O";"Operasjoner på penis, dagkirugisk behandling";0.299;1;"K";0.299;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"342N";"Omskjæring";0.866;3;"K";0.329;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"343O";"Omskjæring, dagkirurgisk behandling";0.312;1;"K";0.329;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"345O";"Op på mannlige kjønnsorg ekskl ondartet svulst ITAD, dagkirurgisk behandling";0.210;1;"K";0.210;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"351O";"Sterilisering av menn, dagkirurgisk behandling";0.000;1;"K";0.000;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"353O";"Eksentrasjon av bekkenet, radikal hysterektomi og vulvektomi, dagkirurgisk behandling";0.039;1;"K";0.039;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"355O";"Op på uterus/adn pga ikke ovar/adn malign sykd, dagkirurgisk behandling";0.524;1;"K";0.524;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"356O";"Rekonstruktive gynekologiske inngrep, dagkirurgisk behandling";0.660;1;"K";1.086;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"357O";"Op på uterus/adn ved ovar/adn malign sykdom, dagkirurgisk behandling";0.748;1;"K";0.748;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"359O";"Op på uterus/adn ved godartede sykd i ovar/adn, dagkirurgisk behandling";0.417;1;"K";0.850;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"359Q";"Intervensjoner på embryo eller prøverørsbehandling med mikroinjeksjon (ICSI), dagkirurgisk behandling";0.097;1;"K";0.097;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"360O";"Operasjoner på vagina, cervix og vulva ekskl vulvektomi, dagkirurgisk behandling";0.221;1;"K";0.221;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"361O";"Gynekologisk laparoskopi og sterilisering via laparotomi, dagkirurgisk behandling";0.613;1;"K";0.613;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"362O";"Sterilisering via laparoskopi eller annen endoskopisk sterilisering, dagkirurgisk behandling";0.000;1;"K";0.000;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"364O";"Utskraping og konisering, dagkirurgisk behandling";0.119;1;"K";0.127;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"365O";"Operasjoner på kvinnelige kjønnsorganer ITAD, dagkirurgisk behandling";0.651;1;"K";0.651;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36C";"Brakyterapi av øyet";3.885;14;"K";3.885;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36D";"Andre større inngrep på øyet";1.479;6;"K";1.479;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36E";"Inngrep på retina og glasslegeme";1.864;16;"K";1.864;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36O";"Op på corpus vitreum, choroidea, retina, dagkirurgisk behandling";0.629;1;"K";0.629;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36P";"Transplantasjon av cornea, dagkirurgisk behandling";0.458;1;"K";0.458;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36R";"Laserprosedyrer på iris og kammervinkel, dagkirurgisk behandling";0.036;1;"K";0.036;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36S";"Prosedyrer for intraokulært trykk, dagkirurgisk behandling";0.362;1;"K";0.362;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"371O";"Keisersnitt, dagkirurgisk behandling";0.304;1;"K";0.304;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"373O";"Vaginal fødsel, dagopphold";0.098;1;"M";0.098;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"377N";"Sykdommer etter forløsning og abort m/ operasjon";1.190;8;"K";1.190;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"377O";"Sykdommer etter forløsning og abort m/ operasjon, dagkirurgisk behandling";0.172;1;"K";0.172;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"378N";"Operasjoner ved ekstrauterin graviditet";1.112;3;"K";1.112;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"37O";"Op på orbita inkl enukleasjon/eviscerasjon av øye, dagkirurgisk behandling";0.526;1;"K";0.526;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"381O";"Abort, dagkirurgisk behandling";0.276;1;"K";0.384;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"385A";"Nyfødt, døde 0-2 d. gml eller overf. til annen inst. 0-5 d. etter fødsel";1.361;5;;1.361;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"385B";"Oppfølging av neonatalproblemer eller forsinket neonatalproblem, fødselsvekt over 1000 g";1.361;15;;1.361;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"385C";"Oppfølging av nyfødte med fødselsvekt under 1000 g";12.252;75;;12.252;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"386N";"Nyfødt, fødselsvekt under 1000 g";25.918;112;;25.918;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"387N";"Nyfødt, fødselsvekt 1000-1499 g";17.362;73;;17.362;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388A";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, med multiple problemer";11.627;71;;11.627;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388B";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, uten multiple problemer";2.729;19;;2.729;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388C";"Alvorlig respirasjonsproblem hos nyfødt med lav fødselsvekt (<2500g)";10.110;45;;10.110;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389A";"Nyfødt, fødselsvekt 1500 g eller mer, med større operasjon";12.065;55;;12.065;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389B";"Nyfødt, fødselsvekt minst 2500 g, med multiple problemer";4.558;33;;4.558;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389C";"Alvorlig respirasjonsproblem hos nyfødt uten lav fødselsvekt (>2499g)";3.979;15;;3.979;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"391O";"Frisk nyfødt, dagopphold";0.116;1;;0.116;15;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"393O";"Op på milten pga sykdom i HDG 16, dagkirurgisk behandling";0.895;1;"K";0.895;16;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"394O";"Op pga sykdom i blod/bloddannende organer ITAD, dagkirurgisk behandling";0.410;1;"K";0.410;16;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"39P";"Bilaterale operasjoner på linsen, dagkirurgisk behandling";0.352;1;"K";0.359;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"39Q";"Unilaterale operasjoner på linsen, dagkirurgisk behandling";0.229;1;"K";0.236;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"3N";"Stereotaktisk intrakraniell strålebehandling";1.488;5;"M";1.488;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"3O";"Kraniotomi, dagkirurgisk behandling";0.365;1;"K";0.365;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"3P";"Stereotaktisk intrakraniell strålebehandling, dagmedisinsk behandling";0.171;1;"M";0.171;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"402O";"Op ved lymfom og ikke-akutt leukemi ITAD, dagkirurgisk behandling";0.439;1;"K";0.439;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"407O";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi, dagkirurgisk behandling";0.381;1;"K";0.381;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"408O";"Op ved myeloprolif sykd eller udiff ondartet sykdom, dagkirurgisk behandling";0.289;1;"K";0.289;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"410X";"Medikamentell kreftbehandling av innlagte pasienter, inntil 2 overnattinger";0.712;3;"M";0.712;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"411N";"Observasjon eller behandling knyttet til tidligere eller mistenkt kreftsykdom";1.015;11;"M";1.015;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"415O";"Op ved sykdommer i HDG 18, dagkirurgisk behandling";0.223;1;"K";0.223;18;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"416N";"Sepsis ved sydommer i HDG 18 >17 år";2.499;21;"M";2.499;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"417N";"Sepsis ved sydommer i HDG 18 0-17 år";3.129;16;"M";3.129;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"41O";"Op på cornea/sklera/ekstraokulære strukturer, dagkirurgisk behandling";0.210;1;"K";0.210;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"41P";"Operasjoner for skjeling, dagkirurgisk behandling";0.598;1;"K";0.598;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"424N";"Operasjoner på pasienter med sykdom i HDG19";3.209;15;"K";3.209;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"424O";"Operasjoner på pasienter med sykdom i HDG19, dagkirurgisk behandling";0.985;1;"K";0.985;19;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"426A";"Bipolare lidelser < 60 år";0.737;4;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426B";"Bipolare lidelser >59 år";0.737;7;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426C";"Andre forstyrrelser i stemningsleie < 60 år";0.737;5;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426D";"Andre forstyrrelser i stemningsleie >59 år";0.737;11;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427A";"Angstlidelse";0.737;6;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427B";"Varige personlighetsforstyrrelser";0.737;6;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427C";"Akutt stressreaksjon";0.737;4;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427D";"Andre nevroser";0.737;10;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"428N";"Personlighetsforstyrrelser";0.737;6;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"429A";"Organiske betingede mentale forstyrrelser m/bk";1.194;14;"M";1.194;19;0;"Ordinære innleggelser med overnatting";0;1;"429A_429B";"Ja"
"429B";"Organiske betingede mentale forstyrrelser u/bk";0.868;63;"M";0.868;19;0;"Ordinære innleggelser med overnatting";0;0;"429A_429B";"Ja"
"42O";"Op for glaukom og op på glasslegemet ITAD, dagkirurgisk behandling";0.308;1;"K";0.308;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"42P";"Andre prosedyrer på øyets fremre segment, dagkirurgisk behandling";0.198;1;"K";0.198;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"430A";"Schizofreni <30 år";0.737;1;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430B";"Schizofreni 30-59 år";0.737;9;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430C";"Schizofreni >59 år";0.737;4;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430D";"Kroniske ikke-schizofrene psykoser";0.737;7;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430E";"Kortvarige ikke-schizofrene psykoser";0.737;8;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430F";"Andre psykoser";0.737;7;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431A";"Mental retardasjon";0.737;9;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431B";"Nevropsykiatriske forstyrrelser";0.737;6;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431C";"Andre mentale forstyrrelser hos barn";0.737;3;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432A";"Spiseforstyrrelser";1.534;17;"M";1.534;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432B";"Andre spesifiserte mentale forstyrrelser";0.737;8;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432C";"Andre uspesifiserte mentale forstyrrelser";0.737;5;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"436A";"Andre mentale forstyrrelser som skyldes misbruk m/bk";0.778;6;"M";0.778;19;0;"Ordinære innleggelser med overnatting";0;1;"436A_436B";"Ja"
"436B";"Andre mentale forstyrrelser som skyldes misbruk u/bk";0.479;3;"M";0.479;19;0;"Ordinære innleggelser med overnatting";0;0;"436A_436B";"Ja"
"436C";"Psykose som skyldes misbruk";0.737;3;"M";0.737;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"439O";"Hudtransplantasjon etter skade, dagkirurgisk behandling";0.537;1;"K";0.537;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"441A";"Håndkirurgiske inngrep etter skade";1.813;8;"K";1.813;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"441B";"Store håndkirurgiske inngrep etter skade";11.227;16;"K";11.227;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"441O";"Håndkirurgiske inngrep etter skade, dagkirurgisk behandling";0.367;1;"K";0.367;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"442O";"Større operasjoner for behandlingskomplikasjon, dagkirurgisk behandling";0.359;1;"K";0.359;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"443O";"Andre større op etter skader, dagkirurgisk behandling";0.297;1;"K";0.297;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"452A";"Komplikasjoner ved kirurgisk behandling m/bk";1.859;14;"K";1.859;21;0;"Ordinære innleggelser med overnatting";0;1;"452A_453A";"Ja"
"452B";"Komplikasjoner ved annen behandling m/bk";1.202;13;"M";1.202;21;0;"Ordinære innleggelser med overnatting";0;1;"452B_453B";"Ja"
"453A";"Komplikasjoner ved kirurgisk behandling u/bk";1.224;5;"K";1.224;21;0;"Ordinære innleggelser med overnatting";0;0;"452A_453A";"Ja"
"453B";"Komplikasjoner ved annen behandling u/bk";0.600;6;"M";0.600;21;0;"Ordinære innleggelser med overnatting";0;0;"452B_453B";"Ja"
"458O";"Mindre omfattende forbrenninger med hudtransplantasjon, dagkirurgisk behandling";0.488;1;"K";0.488;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"459O";"Mindre omfattende forbrenninger med revisjon/annen op, dagkirurgisk behandling";0.122;1;"K";0.122;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"461O";"Operasjoner på pasienter m/diagnose i HDG 23, dagkirurgisk behandling";0.279;1;"K";0.279;23;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"462A";"Rehabilitering, kompleks";0.150;44;"M";0.150;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"462B";"Rehabilitering, enkel";0.120;25;"M";0.120;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"462C";"Rehabilitering, annen";0.420;25;"M";0.420;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"468O";"Større op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.208;1;"K";0.208;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"470P";"Umulig dagkirurgisk behandling";0.000;0;;0.000;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"471N";"Bilaterale eller flere store leddproteseoperasjoner i ekstremiteter";3.410;37;"K";3.410;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"472O";"Omfattende forbrenninger med operativ behandling, dagkirurgisk behandling";0.322;1;"K";0.322;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"475A";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte";8.292;35;"M";8.292;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"475B";"Sykdommer i åndedrettsorganer med PEEP support";2.792;20;"M";2.792;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"475O";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte, dagmedisinsk behandling";0.166;1;"M";0.166;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"477O";"Mindre op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.297;1;"K";0.297;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"479O";"Karkirurgisk operasjon ITAD, dagkirurgisk behandling";0.437;1;"K";0.437;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"481A";"Annen stamcelletransplantasjon";5.689;32;"K";5.689;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481B";"Allogen stamcelletransplantasjon >17 år";20.711;64;"K";20.711;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481C";"Allogen stamcelletransplantasjon 0-17 år";38.523;75;"K";38.523;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481O";"Annen stamcelletransplantasjon, dagkirurgisk behandling";2.836;1;"K";2.836;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"481P";"Allogen stamcelletransplantasjon, dagkirurgisk behandling";10.347;1;"K";10.347;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"483B";"Invasiv sirkulasjonsstøtte";11.707;35;"K";11.707;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"486O";"Operasjoner ved signifikant multitraume ITAD, dagkirurgisk behandling";2.255;1;"K";2.255;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"491O";"Proteseop og replantasjon i skulder/albue/håndledd, dagkirurgisk behandling";0.492;1;"K";0.492;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"494O";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang, dagkirurgisk behandling";0.683;1;"K";1.077;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"49A";"Større operasjoner på ØNH ekskl cochleaimplantat";3.038;10;"K";3.038;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"49B";"Cochleaimplantat";5.136;3;"K";5.136;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"49C";"Utskifting eller oppgradering av taleprosessor for cochleaimplantat";1.752;1;"K";1.752;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"4O";"Op på kolumna/spinalkanal/ryggmarg/nerverøtter, dagkirurgisk behandling";0.586;1;"K";0.586;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"501A";"Rekonstruksjon av bryst m/bk";4.602;13;"K";4.602;30;0;"Ordinære innleggelser med overnatting";0;1;"501A_501B";"Ja"
"501B";"Rekonstruksjon av bryst u/bk";1.685;5;"K";1.685;30;0;"Ordinære innleggelser med overnatting";0;0;"501A_501B";"Ja"
"501O";"Rekonstruksjon av bryst, dagkirurgisk behandling";0.711;1;"K";0.711;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"509O";"Andre operasjoner på bryst, dagkirurgisk behandling";0.358;1;"K";0.358;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"50N";"Kirurgisk fjerning av ørespyttkjertelen (glandula parotis)";1.837;4;"K";1.837;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"51N";"Kirurgisk inngrep på spyttkjertel, bortsett fra fjerning av ørespyttkjertelen";1.398;4;"K";0.350;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"51O";"Op på spyttkjertler ekskl fjerning av spyttkjertler, dagkirurgisk behandling";0.129;1;"K";0.350;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"521O";"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS), dagkirurgisk behandling";0.225;1;"K";0.305;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"530O";"Plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";0.529;1;"K";0.529;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"53A";"Operasjoner på bihuler";1.207;4;"K";0.678;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"53B";"Operasjoner på temporalben, masteoideus og indre øre";1.787;6;"K";1.787;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"54O";"Operasjoner på bihuler, dagkirurgisk behandling";0.546;1;"K";0.678;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"54P";"Operasjoner på temporalben, masteoideus og indre øre, dagkirurgisk behandling";0.813;1;"K";0.813;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"55O";"Diverse større op på øre/nese/hals, dagkirurgisk behandling";0.510;1;"K";0.510;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"55P";"Andre mindre op på øre/nese/hals, dagkirurgisk behandling";0.217;1;"K";0.217;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"56O";"Plastiske operasjoner på nesen, dagkirurgisk behandling";0.519;1;"K";0.649;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"570O";"Innsetting eller bytte av nevrologisk stimuleringsutstyr, dagkirurgisk behandling";1.627;1;"K";1.627;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"571";"Innsetting av intrakraniell- eller vagusstimulator";11.009;21;"K";11.009;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"59N";"Operasjoner på tonsiller eller adenoid vev >17 år";0.814;5;"K";0.416;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"5O";"Operasjoner på ekstrakranielle kar, dagkirurgisk behandling";0.981;1;"K";0.981;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"60N";"Operasjoner på tonsiller eller adenoid vev 0-17 år";0.861;3;"K";0.861;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"60O";"Operasjoner på tonsiller og/eller adenoid vev, dagkirurgisk behandling";0.378;1;"K";0.416;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"63O";"Operasjoner på øre, nese, hals ITAD, dagkirurgisk behandling";0.429;1;"K";0.429;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"6O";"Operasjoner ved karpaltunnelsyndrom, dagkirurgisk behandling";0.183;1;"K";0.189;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"701O";"Poliklinisk endoskopi av øvre luftveier";0.030;0;;0.030;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"702O";"Endoskopi av nedre luftveier";0.123;0;;0.123;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"703O";"Endoskopisk innlegging av stent i magetarmkanalen";0.317;0;;0.317;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"704O";"Terapeutisk enteroskopi";0.110;0;;0.110;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"706O";"Terapeutisk endoskopi av øvre magetarmkanal";0.123;0;;0.123;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"707O";"Terapeutisk rektoskopi";0.118;0;;0.118;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"707P";"Poliklinisk behandling av hemoroider";0.030;0;;0.030;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"709O";"Enteroskopi";0.106;0;;0.106;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"70A";"Otitis media og øvre luftveisinfeksjon 0-17 år m/bk";1.011;8;"M";1.011;3;0;"Ordinære innleggelser med overnatting";0;1;"70A_70B";"Ja"
"70B";"Otitis media og øvre luftveisinfeksjon 0-17 år u/bk";0.583;3;"M";0.583;3;0;"Ordinære innleggelser med overnatting";0;0;"70A_70B";"Ja"
"710O";"Koloskopi";0.070;0;;0.070;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"711O";"Poliklinisk endoskopi av øvre magetarmkanal";0.065;0;;0.065;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"712O";"Poliklinisk sigmoidoskopi";0.062;0;;0.062;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"713O";"Innlegging av stent i gallegang ved ERCP";0.327;0;;0.327;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"714O";"Terapeutisk endoskopi av gallegang";0.189;0;;0.189;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"715O";"Endoskopi av gallegang";0.152;0;;0.152;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"716O";"Terapeutisk endoskopi av urinveiene";0.304;0;;0.304;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"717O";"Endoskopi av øvre urinveier";0.095;0;;0.095;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"718O";"Endoskopi av nedre urinveier";0.040;0;;0.040;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
