"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"323O";"Stein i urinveiene og/eller ESWL behandling, dagmedisinsk behandling";0.178;1;"M";0.178;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"329N";"Urethrastriktur";1.021;6;"M";1.021;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"335O";"Større operasjoner i det mannlige bekken, dagkirurgisk behandling";0.524;1;"K";0.524;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"337O";"Transurethral prostatectomi, dagkirurgisk behandling";0.251;1;"K";0.998;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"340O";"Op på skrotalinnhold ved godartede sykd, dagkirurgisk behandling";0.510;1;"K";0.585;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"341O";"Operasjoner på penis, dagkirugisk behandling";0.298;1;"K";0.298;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"342N";"Omskjæring";0.825;4;"K";0.350;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"343O";"Omskjæring, dagkirurgisk behandling";0.331;1;"K";0.350;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"345O";"Op på mannlige kjønnsorg ekskl ondartet svulst ITAD, dagkirurgisk behandling";0.135;1;"K";0.135;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"351O";"Sterilisering av menn, dagkirurgisk behandling";0.000;1;"K";0.000;12;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"353O";"Eksentrasjon av bekkenet, radikal hysterektomi og vulvektomi, dagkirurgisk behandling";0.138;1;"K";0.138;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"355O";"Op på uterus/adn pga ikke ovar/adn malign sykd, dagkirurgisk behandling";0.395;1;"K";0.395;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"356O";"Rekonstruktive gynekologiske inngrep, dagkirurgisk behandling";0.663;1;"K";1.076;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"357O";"Op på uterus/adn ved ovar/adn malign sykdom, dagkirurgisk behandling";0.700;1;"K";0.700;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"359O";"Op på uterus/adn ved godartede sykd i ovar/adn, dagkirurgisk behandling";0.284;1;"K";0.755;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"359Q";"Intervensjoner på embryo eller prøverørsbehandling med mikroinjeksjon (ICSI), dagkirurgisk behandling";0.284;1;"K";0.284;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"360O";"Operasjoner på vagina, cervix og vulva ekskl vulvektomi, dagkirurgisk behandling";0.194;1;"K";0.194;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"361O";"Gynekologisk laparoskopi og sterilisering via laparotomi, dagkirurgisk behandling";0.595;1;"K";0.595;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"362O";"Sterilisering via laparoskopi eller annen endoskopisk sterilisering, dagkirurgisk behandling";0.000;1;"K";0.000;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"364O";"Utskraping og konisering, dagkirurgisk behandling";0.114;1;"K";0.124;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"365O";"Operasjoner på kvinnelige kjønnsorganer ITAD, dagkirurgisk behandling";0.601;1;"K";0.601;13;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36C";"Brakyterapi av øyet";3.833;15;"K";3.833;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36D";"Andre større inngrep på øyet";1.350;5;"K";1.350;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36E";"Inngrep på retina og glasslegeme";1.427;6;"K";1.427;2;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"36O";"Op på corpus vitreum, choroidea, retina, dagkirurgisk behandling";0.484;1;"K";0.484;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36P";"Transplantasjon av cornea, dagkirurgisk behandling";0.390;1;"K";0.390;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36R";"Laserprosedyrer på iris og kammervinkel, dagkirurgisk behandling";0.031;1;"K";0.031;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"36S";"Prosedyrer for intraokulært trykk, dagkirurgisk behandling";0.296;1;"K";0.296;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"371O";"Keisersnitt, dagkirurgisk behandling";0.331;1;"K";0.331;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"373O";"Vaginal fødsel, dagopphold";0.096;1;"M";0.096;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"377N";"Sykdommer etter forløsning og abort m/ operasjon";0.945;8;"K";0.945;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"377O";"Sykdommer etter forløsning og abort m/ operasjon, dagkirurgisk behandling";0.194;1;"K";0.194;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"378N";"Operasjoner ved ekstrauterin graviditet";1.145;3;"K";1.145;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"37O";"Op på orbita inkl enukleasjon/eviscerasjon av øye, dagkirurgisk behandling";0.445;1;"K";0.445;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"381O";"Abort, dagkirurgisk behandling";0.272;1;"K";0.371;14;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"385A";"Nyfødt, døde 0-2 d. gml eller overf. til annen inst. 0-5 d. etter fødsel";1.227;5;;1.227;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"385B";"Oppfølging av neonatalproblemer eller forsinket neonatalproblem, fødselsvekt over 1000 g";1.269;14;;1.269;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"385C";"Oppfølging av nyfødte med fødselsvekt under 1000 g";14.021;67;;14.021;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"386N";"Nyfødt, fødselsvekt under 1000 g";25.730;118;;25.730;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"387N";"Nyfødt, fødselsvekt 1000-1499 g";16.965;73;;16.965;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388A";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, med multiple problemer";9.331;48;;9.331;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388B";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, uten multiple problemer";2.634;19;;2.634;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"388C";"Alvorlig respirasjonsproblem hos nyfødt med lav fødselsvekt (<2500g)";10.258;47;;10.258;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389A";"Nyfødt, fødselsvekt 1500 g eller mer, med større operasjon";13.313;48;;13.313;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389B";"Nyfødt, fødselsvekt minst 2500 g, med multiple problemer";4.433;37;;4.433;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"389C";"Alvorlig respirasjonsproblem hos nyfødt uten lav fødselsvekt (>2499g)";2.862;13;;2.862;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"391O";"Frisk nyfødt, dagopphold";0.119;1;;0.119;15;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"393O";"Op på milten pga sykdom i HDG 16, dagkirurgisk behandling";0.934;1;"K";0.934;16;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"394O";"Op pga sykdom i blod/bloddannende organer ITAD, dagkirurgisk behandling";0.364;1;"K";0.364;16;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"39P";"Bilaterale operasjoner på linsen, dagkirurgisk behandling";0.303;1;"K";0.309;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"39Q";"Unilaterale operasjoner på linsen, dagkirurgisk behandling";0.201;1;"K";0.207;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"3N";"Stereotaktisk intrakraniell strålebehandling";1.317;6;"M";1.317;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"3O";"Kraniotomi, dagkirurgisk behandling";0.123;1;"K";0.123;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"3P";"Stereotaktisk intrakraniell strålebehandling, dagmedisinsk behandling";0.136;1;"M";0.136;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"402O";"Op ved lymfom og ikke-akutt leukemi ITAD, dagkirurgisk behandling";0.414;1;"K";0.414;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"407O";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi, dagkirurgisk behandling";0.352;1;"K";0.352;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"408O";"Op ved myeloprolif sykd eller udiff ondartet sykdom, dagkirurgisk behandling";0.253;1;"K";0.253;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"410X";"Medikamentell kreftbehandling av innlagte pasienter, inntil 2 overnattinger";0.739;3;"M";0.739;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"411N";"Observasjon eller behandling knyttet til tidligere eller mistenkt kreftsykdom";0.792;12;"M";0.792;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"415O";"Op ved sykdommer i HDG 18, dagkirurgisk behandling";0.186;1;"K";0.186;18;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"416N";"Sepsis ved sydommer i HDG 18 >17 år";2.444;22;"M";2.444;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"417N";"Sepsis ved sydommer i HDG 18 0-17 år";3.507;25;"M";3.507;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"41O";"Op på cornea/sklera/ekstraokulære strukturer, dagkirurgisk behandling";0.193;1;"K";0.193;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"41P";"Operasjoner for skjeling, dagkirurgisk behandling";0.519;1;"K";0.519;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"424N";"Operasjoner på pasienter med sykdom i HDG19";3.782;23;"K";3.782;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"424O";"Operasjoner på pasienter med sykdom i HDG19, dagkirurgisk behandling";1.019;1;"K";1.019;19;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"426A";"Bipolare lidelser < 60 år";0.743;4;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426B";"Bipolare lidelser >59 år";0.743;7;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426C";"Andre forstyrrelser i stemningsleie < 60 år";0.743;4;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"426D";"Andre forstyrrelser i stemningsleie >59 år";0.743;12;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427A";"Angstlidelse";0.743;7;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427B";"Varige personlighetsforstyrrelser";0.743;9;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427C";"Akutt stressreaksjon";0.743;6;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"427D";"Andre nevroser";0.743;10;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"428N";"Personlighetsforstyrrelser";0.743;5;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"429A";"Organiske betingede mentale forstyrrelser m/bk";1.121;13;"M";1.121;19;0;"Ordinære innleggelser med overnatting";0;1;"429A_429B";"Ja"
"429B";"Organiske betingede mentale forstyrrelser u/bk";0.840;10;"M";0.840;19;0;"Ordinære innleggelser med overnatting";0;0;"429A_429B";"Ja"
"42O";"Op for glaukom og op på glasslegemet ITAD, dagkirurgisk behandling";0.261;1;"K";0.261;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"42P";"Andre prosedyrer på øyets fremre segment, dagkirurgisk behandling";0.169;1;"K";0.169;2;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"430A";"Schizofreni <30 år";0.743;2;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430B";"Schizofreni 30-59 år";0.743;9;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430C";"Schizofreni >59 år";0.743;3;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430D";"Kroniske ikke-schizofrene psykoser";0.743;9;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430E";"Kortvarige ikke-schizofrene psykoser";0.743;7;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"430F";"Andre psykoser";0.743;10;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431A";"Mental retardasjon";0.743;6;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431B";"Nevropsykiatriske forstyrrelser";0.743;6;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"431C";"Andre mentale forstyrrelser hos barn";0.743;4;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432A";"Spiseforstyrrelser";1.780;25;"M";1.780;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432B";"Andre spesifiserte mentale forstyrrelser";0.743;5;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"432C";"Andre uspesifiserte mentale forstyrrelser";0.743;5;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"436A";"Andre mentale forstyrrelser som skyldes misbruk m/bk";0.686;6;"M";0.686;19;0;"Ordinære innleggelser med overnatting";0;1;"436A_436B";"Ja"
"436B";"Andre mentale forstyrrelser som skyldes misbruk u/bk";0.451;3;"M";0.451;19;0;"Ordinære innleggelser med overnatting";0;0;"436A_436B";"Ja"
"436C";"Psykose som skyldes misbruk";0.743;3;"M";0.743;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"439O";"Hudtransplantasjon etter skade, dagkirurgisk behandling";0.458;1;"K";0.458;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"441A";"Håndkirurgiske inngrep etter skade";1.593;8;"K";1.593;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"441B";"Store håndkirurgiske inngrep etter skade";6.447;15;"K";6.447;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"441O";"Håndkirurgiske inngrep etter skade, dagkirurgisk behandling";0.289;1;"K";0.289;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"442O";"Større operasjoner for behandlingskomplikasjon, dagkirurgisk behandling";0.328;1;"K";0.328;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"443O";"Andre større op etter skader, dagkirurgisk behandling";0.292;1;"K";0.292;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"452A";"Komplikasjoner ved kirurgisk behandling m/bk";1.844;15;"K";1.844;21;0;"Ordinære innleggelser med overnatting";0;1;"452A_453A";"Ja"
"452B";"Komplikasjoner ved annen behandling m/bk";1.138;13;"M";1.138;21;0;"Ordinære innleggelser med overnatting";0;1;"452B_453B";"Ja"
"453A";"Komplikasjoner ved kirurgisk behandling u/bk";1.366;7;"K";1.366;21;0;"Ordinære innleggelser med overnatting";0;0;"452A_453A";"Ja"
"453B";"Komplikasjoner ved annen behandling u/bk";0.601;5;"M";0.601;21;0;"Ordinære innleggelser med overnatting";0;0;"452B_453B";"Ja"
"458O";"Mindre omfattende forbrenninger med hudtransplantasjon, dagkirurgisk behandling";0.539;1;"K";0.539;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"459O";"Mindre omfattende forbrenninger med revisjon/annen op, dagkirurgisk behandling";0.104;1;"K";0.104;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"461O";"Operasjoner på pasienter m/diagnose i HDG 23, dagkirurgisk behandling";0.231;1;"K";0.231;23;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"462A";"Rehabilitering, kompleks";0.150;45;"M";0.150;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"462B";"Rehabilitering, vanlig";0.120;24;"M";0.120;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"462C";"Rehabilitering, annen";0.420;21;"M";0.420;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"468O";"Større op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.127;1;"K";0.127;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"470P";"Umulig dagkirurgisk behandling";0.000;0;;0.000;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"471N";"Bilaterale eller flere store leddproteseoperasjoner i ekstremiteter";3.051;37;"K";3.051;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"472O";"Omfattende forbrenninger med operativ behandling, dagkirurgisk behandling";0.425;1;"K";0.425;22;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"475A";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte";8.393;38;"M";8.393;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"475B";"Sykdommer i åndedrettsorganer med PEEP support";2.781;20;"M";2.781;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"475O";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte, dagmedisinsk behandling";0.154;1;"M";0.154;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"477O";"Mindre op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.276;1;"K";0.276;99;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"479O";"Karkirurgisk operasjon ITAD, dagkirurgisk behandling";0.408;1;"K";0.408;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"481A";"Annen stamcelletransplantasjon";5.539;30;"K";5.539;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481B";"Allogen stamcelletransplantasjon >17 år";22.723;58;"K";22.723;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481C";"Allogen stamcelletransplantasjon 0-17 år";37.814;78;"K";37.814;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"481O";"Annen stamcelletransplantasjon, dagkirurgisk behandling";2.762;1;"K";2.762;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"481P";"Allogen stamcelletransplantasjon, dagkirurgisk behandling";11.353;1;"K";11.353;17;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"483B";"Invasiv sirkulasjonsstøtte";13.453;50;"K";13.453;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"486O";"Operasjoner ved signifikant multitraume ITAD, dagkirurgisk behandling";2.354;1;"K";2.354;21;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"491O";"Proteseop og replantasjon i skulder/albue/håndledd, dagkirurgisk behandling";0.490;1;"K";0.490;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"494O";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang, dagkirurgisk behandling";0.682;1;"K";1.057;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"49A";"Større operasjoner på ØNH ekskl cochleaimplantat";4.606;12;"K";4.606;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"49B";"Cochleaimplantat";5.190;3;"K";5.190;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"49C";"Utskifting eller oppgradering av taleprosessor for cochleaimplantat";1.863;1;"K";1.863;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"4O";"Op på kolumna/spinalkanal/ryggmarg/nerverøtter, dagkirurgisk behandling";0.913;1;"K";0.913;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"501A";"Rekonstruksjon av bryst m/bk";4.476;11;"K";4.476;30;0;"Ordinære innleggelser med overnatting";0;1;"501A_501B";"Ja"
"501B";"Rekonstruksjon av bryst u/bk";1.880;6;"K";1.880;30;0;"Ordinære innleggelser med overnatting";0;0;"501A_501B";"Ja"
"501O";"Rekonstruksjon av bryst, dagkirurgisk behandling";0.607;1;"K";0.607;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"509O";"Andre operasjoner på bryst, dagkirurgisk behandling";0.243;1;"K";0.243;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"50N";"Kirurgisk fjerning av ørespyttkjertelen (glandula parotis)";2.101;4;"K";2.101;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"51N";"Kirurgisk inngrep på spyttkjertel, bortsett fra fjerning av ørespyttkjertelen";1.387;5;"K";0.365;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"51O";"Op på spyttkjertler ekskl fjerning av spyttkjertler, dagkirurgisk behandling";0.117;1;"K";0.365;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"521O";"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS), dagkirurgisk behandling";0.191;1;"K";0.253;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"530O";"Plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";0.570;1;"K";0.570;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"53A";"Operasjoner på bihuler";1.160;3;"K";0.657;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"53B";"Operasjoner på temporalben, masteoideus og indre øre";2.112;7;"K";2.112;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"54O";"Operasjoner på bihuler, dagkirurgisk behandling";0.502;1;"K";0.657;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"54P";"Operasjoner på temporalben, masteoideus og indre øre, dagkirurgisk behandling";0.787;1;"K";0.787;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"55O";"Diverse større op på øre/nese/hals, dagkirurgisk behandling";0.451;1;"K";0.451;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"55P";"Andre mindre op på øre/nese/hals, dagkirurgisk behandling";0.172;1;"K";0.172;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"56O";"Plastiske operasjoner på nesen, dagkirurgisk behandling";0.432;1;"K";0.580;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"570O";"Innsetting eller bytte av nevrologisk stimuleringsutstyr, dagkirurgisk behandling";1.633;1;"K";1.633;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"571";"Innsetting av intrakraniell- eller vagusstimulator";9.357;13;"K";9.357;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"59N";"Operasjoner på tonsiller eller adenoid vev >17 år";0.791;4;"K";0.386;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"5O";"Operasjoner på ekstrakranielle kar, dagkirurgisk behandling";1.024;1;"K";1.024;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"60N";"Operasjoner på tonsiller eller adenoid vev 0-17 år";0.846;3;"K";0.846;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"60O";"Operasjoner på tonsiller og/eller adenoid vev, dagkirurgisk behandling";0.339;1;"K";0.386;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"63O";"Operasjoner på øre, nese, hals ITAD, dagkirurgisk behandling";0.376;1;"K";0.376;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"6O";"Operasjoner ved karpaltunnelsyndrom, dagkirurgisk behandling";0.189;1;"K";0.194;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"701O";"Poliklinisk endoskopi av øvre luftveier";0.029;0;;0.029;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"702O";"Endoskopi av nedre luftveier";0.123;0;;0.123;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"703O";"Endoskopisk innlegging av stent i magetarmkanalen";0.326;0;;0.326;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"704O";"Terapeutisk enteroskopi";0.089;0;;0.089;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"706O";"Terapeutisk endoskopi av øvre magetarmkanal";0.122;0;;0.122;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"707O";"Terapeutisk rektoskopi";0.124;0;;0.124;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"707P";"Poliklinisk behandling av hemoroider";0.033;0;;0.033;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"709O";"Enteroskopi";0.079;0;;0.079;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"70A";"Otitis media og øvre luftveisinfeksjon 0-17 år m/bk";0.937;6;"M";0.937;3;0;"Ordinære innleggelser med overnatting";0;1;"70A_70B";"Ja"
"70B";"Otitis media og øvre luftveisinfeksjon 0-17 år u/bk";0.574;3;"M";0.574;3;0;"Ordinære innleggelser med overnatting";0;0;"70A_70B";"Ja"
"710O";"Koloskopi";0.069;0;;0.069;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"711O";"Poliklinisk endoskopi av øvre magetarmkanal";0.064;0;;0.064;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"712O";"Poliklinisk sigmoidoskopi";0.062;0;;0.062;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"713O";"Innlegging av stent i gallegang ved ERCP";0.275;0;;0.275;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"714O";"Terapeutisk endoskopi av gallegang";0.173;0;;0.173;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"715O";"Endoskopi av gallegang";0.157;0;;0.157;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"716O";"Terapeutisk endoskopi av urinveiene";0.312;0;;0.312;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"717O";"Endoskopi av øvre urinveier";0.083;0;;0.083;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"718O";"Endoskopi av nedre urinveier";0.039;0;;0.039;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
