"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"DRG_CCNivå";"DRG_CCGruppe"
"410X";"Medikamentell kreftbehandling av innlagte pasienter, inntil 2 overnattinger";0.619;3;"M";0.619;40;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"411N";"Observasjon eller behandling knyttet til tidligere eller mistenkt kreftsykdom";0.693;7;"M";0.693;17;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"415O";"Op ved sykdommer i HDG 18, dagkirurgisk behandling";0.178;1;"K";0.178;18;0;"Dagkirurgi";"Null";"Null"
"416N";"Sepsis ved sydommer i HDG 18 >17 år";2.383;21;"M";2.383;18;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"417N";"Sepsis ved sydommer i HDG 18 0-17 år";2.617;13;"M";2.617;18;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"41O";"Op på cornea/sklera/ekstraokulære strukturer, dagkirurgisk behandling";0.197;1;"K";0.197;2;0;"Dagkirurgi";"Null";"Null"
"41P";"Operasjoner for skjeling, dagkirurgisk behandling";0.499;1;"K";0.499;2;0;"Dagkirurgi";"Null";"Null"
"424N";"Operasjoner på pasienter med sykdom i HDG19";2.598;18;"K";2.598;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"424O";"Operasjoner på pasienter med sykdom i HDG19, dagkirurgisk behandling";0.563;1;"K";0.563;19;0;"Dagkirurgi";"Null";"Null"
"426A";"Bipolare lidelser < 60 år";0.749;5;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"426B";"Bipolare lidelser >59 år";0.749;9;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"426C";"Andre forstyrrelser i stemningsleie < 60 år";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"426D";"Andre forstyrrelser i stemningsleie >59 år";0.749;11;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"427A";"Angstlidelse";0.749;5;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"427B";"Varige personlighetsforstyrrelser";0.749;5;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"427C";"Akutt stressreaksjon";0.749;5;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"427D";"Andre nevroser";0.749;10;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"428N";"Personlighetsforstyrrelser";0.749;4;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"429A";"Organiske betingede mentale forstyrrelser m/bk";1.149;13;"M";1.149;19;0;"Ordinære innleggelser med overnatting";1;"429A_429B"
"429B";"Organiske betingede mentale forstyrrelser u/bk";0.813;8;"M";0.813;19;0;"Ordinære innleggelser med overnatting";0;"429A_429B"
"42P";"Andre prosedyrer på øyets fremre segment, dagkirurgisk behandling";0.092;1;"K";0.092;2;0;"Dagkirurgi";"Null";"Null"
"42O";"Op for glaukom og op på glasslegemet ITAD, dagkirurgisk behandling";0.241;1;"K";0.241;2;0;"Dagkirurgi";"Null";"Null"
"430A";"Schizofreni <30 år";0.749;4;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"430B";"Schizofreni 30-59 år";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"430C";"Schizofreni >59 år";0.749;7;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"430D";"Kroniske ikke-schizofrene psykoser";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"430E";"Kortvarige ikke-schizofrene psykoser";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"430F";"Andre psykoser";0.749;2;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"431A";"Mental retardasjon";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"431B";"Nevropsykiatriske forstyrrelser";0.749;9;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"431C";"Andre mentale forstyrrelser hos barn";0.749;3;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"432A";"Spiseforstyrrelser";2.252;30;"M";2.252;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"432B";"Andre spesifiserte mentale forstyrrelser";0.749;6;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"432C";"Andre uspesifiserte mentale forstyrrelser";0.749;5;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"436A";"Andre mentale forstyrrelser som skyldes misbruk m/bk";0.697;6;"M";0.697;19;0;"Ordinære innleggelser med overnatting";1;"436A_436B"
"436B";"Andre mentale forstyrrelser som skyldes misbruk u/bk";0.451;7;"M";0.451;19;0;"Ordinære innleggelser med overnatting";0;"436A_436B"
"436C";"Psykose som skyldes misbruk";0.749;4;"M";0.749;19;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"439O";"Hudtransplantasjon etter skade, dagkirurgisk behandling";0.362;1;"K";0.362;21;0;"Dagkirurgi";"Null";"Null"
"441A";"Håndkirurgiske inngrep etter skade";1.671;8;"K";1.671;21;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"441B";"Store håndkirurgiske inngrep etter skade";5.961;16;"K";5.961;21;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"441O";"Håndkirurgiske inngrep etter skade, dagkirurgisk behandling";0.299;1;"K";0.299;21;0;"Dagkirurgi";"Null";"Null"
"442O";"Større operasjoner for behandlingskomplikasjon, dagkirurgisk behandling";0.288;1;"K";0.288;21;0;"Dagkirurgi";"Null";"Null"
"443O";"Andre større op etter skader, dagkirurgisk behandling";0.295;1;"K";0.295;21;0;"Dagkirurgi";"Null";"Null"
"452A";"Komplikasjoner ved kirurgisk behandling m/bk";1.837;15;"K";1.837;21;0;"Ordinære innleggelser med overnatting";1;"452A_453A"
"452B";"Komplikasjoner ved annen behandling m/bk";1.215;12;"M";1.215;21;0;"Ordinære innleggelser med overnatting";1;"452B_453B"
"453A";"Komplikasjoner ved kirurgisk behandling u/bk";1.302;6;"K";1.302;21;0;"Ordinære innleggelser med overnatting";0;"452A_453A"
"453B";"Komplikasjoner ved annen behandling u/bk";0.627;6;"M";0.627;21;0;"Ordinære innleggelser med overnatting";0;"452B_453B"
"458O";"Mindre omfattende forbrenninger med hudtransplantasjon, dagkirurgisk behandling";0.481;1;"K";0.481;22;0;"Dagkirurgi";"Null";"Null"
"459O";"Mindre omfattende forbrenninger med revisjon/annen op, dagkirurgisk behandling";0.111;1;"K";0.111;22;0;"Dagkirurgi";"Null";"Null"
"461O";"Operasjoner på pasienter m/diagnose i HDG 23, dagkirurgisk behandling";0.237;1;"K";0.237;23;0;"Dagkirurgi";"Null";"Null"
"462A";"Rehabilitering, kompleks";0.150;44;"M";0.150;23;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"462B";"Rehabilitering, vanlig";0.120;25;"M";0.120;23;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"462C";"Rehabilitering, annen";0.420;19;"M";0.420;23;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"468O";"Større op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.396;1;"K";0.396;99;0;"Dagkirurgi";"Null";"Null"
"470P";"Umulig dagkirurgisk behandling";0.000;1;;0.000;99;0;"Dagkirurgi";"Null";"Null"
"471N";"Bilaterale eller flere store leddproteseoperasjoner i ekstremiteter";3.273;37;"K";3.273;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"472O";"Omfattende forbrenninger med operativ behandling, dagkirurgisk behandling";0.684;1;"K";0.684;22;0;"Dagkirurgi";"Null";"Null"
"475A";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte";7.254;32;"M";7.254;4;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"475B";"Sykdommer i åndedrettsorganer med PEEP support";2.740;22;"M";2.740;4;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"475O";"Sykdommer i åndedrettsorganer med ventilasjonsstøtte, dagmedisinsk behandling";0.092;1;"M";0.092;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"477O";"Mindre op uten sammenheng med hoveddiagnosen, dagkirurgisk behandling";0.268;1;"K";0.268;99;0;"Dagkirurgi";"Null";"Null"
"479O";"Karkirurgisk operasjon ITAD, dagkirurgisk behandling";0.453;1;"K";0.453;5;0;"Dagkirurgi";"Null";"Null"
"481A";"Annen stamcelletransplantasjon";5.575;32;"K";5.575;17;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"481B";"Allogen stamcelletransplantasjon >17 år";18.855;59;"K";18.855;17;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"481C";"Allogen stamcelletransplantasjon 0-17 år";37.184;104;"K";37.184;17;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"481O";"Annen stamcelletransplantasjon, dagkirurgisk behandling";2.779;1;"K";2.779;17;0;"Dagkirurgi";"Null";"Null"
"481P";"Allogen stamcelletransplantasjon, dagkirurgisk behandling";9.419;1;"K";9.419;17;0;"Dagkirurgi";"Null";"Null"
"483B";"Invasiv sirkulasjonsstøtte";15.901;47;"K";15.901;40;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"486O";"Operasjoner ved signifikant multitraume ITAD, dagkirurgisk behandling";1.496;1;"K";1.496;21;0;"Dagkirurgi";"Null";"Null"
"491O";"Proteseop og replantasjon i skulder/albue/håndledd, dagkirurgisk behandling";0.389;1;"K";0.389;8;0;"Dagkirurgi";"Null";"Null"
"494O";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang, dagkirurgisk behandling";0.599;1;"K";1.030;7;0;"Dagkirurgi";"Null";"Null"
"49A";"Større operasjoner på ØNH ekskl cochleaimplantat";2.893;12;"K";2.893;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"49B";"Cochleaimplantat";4.158;5;"K";4.158;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"49C";"Utskifting eller oppgradering av taleprosessor for cochleaimplantat";2.249;3;"K";2.249;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"4O";"Op på kolumna/spinalkanal/ryggmarg/nerverøtter, dagkirurgisk behandling";0.492;1;"K";0.492;1;0;"Dagkirurgi";"Null";"Null"
"501A";"Rekonstruksjon av bryst m/bk";3.640;12;"K";3.640;30;0;"Ordinære innleggelser med overnatting";1;"501A_501B"
"501B";"Rekonstruksjon av bryst u/bk";1.720;7;"K";1.720;30;0;"Ordinære innleggelser med overnatting";0;"501A_501B"
"501O";"Rekonstruksjon av bryst, dagkirurgisk behandling";0.664;1;"K";0.664;30;0;"Dagkirurgi";"Null";"Null"
"509O";"Andre operasjoner på bryst, dagkirurgisk behandling";0.191;1;"K";0.191;30;0;"Dagkirurgi";"Null";"Null"
"50N";"Kirurgisk fjerning av ørespyttkjertelen (glandula parotis)";1.919;4;"K";1.919;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"51N";"Kirurgisk inngrep på spyttkjertel, bortsett fra fjerning av ørespyttkjertelen";1.334;5;"K";0.374;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"51O";"Op på spyttkjertler ekskl fjerning av spyttkjertler, dagkirurgisk behandling";0.091;1;"K";0.374;3;0;"Dagkirurgi";"Null";"Null"
"521O";"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS), dagkirurgisk behandling";0.154;1;"K";0.197;3;0;"Dagkirurgi";"Null";"Null"
"53A";"Operasjoner på bihuler";1.097;5;"K";0.587;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"53B";"Operasjoner på temporalben, masteoideus og indre øre";1.627;7;"K";1.627;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"530O";"Plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";0.561;1;"K";0.561;9;0;"Dagkirurgi";"Null";"Null"
"54O";"Operasjoner på bihuler, dagkirurgisk behandling";0.421;1;"K";0.587;3;0;"Dagkirurgi";"Null";"Null"
"54P";"Operasjoner på temporalben, masteoideus og indre øre, dagkirurgisk behandling";0.555;1;"K";0.555;3;0;"Dagkirurgi";"Null";"Null"
"55O";"Diverse større op på øre/nese/hals, dagkirurgisk behandling";0.405;1;"K";0.405;3;0;"Dagkirurgi";"Null";"Null"
"55P";"Andre mindre op på øre/nese/hals, dagkirurgisk behandling";0.165;1;"K";0.165;3;0;"Dagkirurgi";"Null";"Null"
"56O";"Plastiske operasjoner på nesen, dagkirurgisk behandling";0.378;1;"K";0.494;3;0;"Dagkirurgi";"Null";"Null"
"571";"Innsetting av intrakraniell- eller vagusstimulator";9.913;13;"K";9.913;1;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"570O";"Innsetting eller bytte av nevrologisk stimuleringsutstyr, dagkirurgisk behandling";2.729;1;"K";2.729;1;0;"Dagkirurgi";"Null";"Null"
"59N";"Operasjoner på tonsiller eller adenoid vev >17 år";0.776;3;"K";0.360;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"5O";"Operasjoner på ekstrakranielle kar, dagkirurgisk behandling";1.269;1;"K";1.269;1;0;"Dagkirurgi";"Null";"Null"
"60N";"Operasjoner på tonsiller eller adenoid vev 0-17 år";0.799;3;"K";0.799;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"60O";"Operasjoner på tonsiller og/eller adenoid vev, dagkirurgisk behandling";0.312;1;"K";0.360;3;0;"Dagkirurgi";"Null";"Null"
"63O";"Operasjoner på øre, nese, hals ITAD, dagkirurgisk behandling";0.311;1;"K";0.311;3;0;"Dagkirurgi";"Null";"Null"
"6O";"Operasjoner ved karpaltunnelsyndrom, dagkirurgisk behandling";0.176;1;"K";0.181;1;0;"Dagkirurgi";"Null";"Null"
"701O";"Poliklinisk endoskopi av øvre luftveier";0.029;1;;0.029;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"702O";"Endoskopi av nedre luftveier";0.093;1;;0.093;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"703O";"Endoskopisk innlegging av stent i magetarmkanalen";0.318;1;;0.318;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"704O";"Terapeutisk enteroskopi";0.089;1;;0.089;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"706O";"Terapeutisk endoskopi av øvre magetarmkanal";0.109;1;;0.109;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"707O";"Terapeutisk rektoskopi";0.126;1;;0.126;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"707P";"Poliklinisk behandling av hemoroider";0.038;1;;0.038;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"709O";"Enteroskopi";0.073;1;;0.073;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"70A";"Otitis media og øvre luftveisinfeksjon 0-17 år m/bk";0.896;5;"M";0.896;3;0;"Ordinære innleggelser med overnatting";1;"70A_70B"
"70B";"Otitis media og øvre luftveisinfeksjon 0-17 år u/bk";0.554;4;"M";0.554;3;0;"Ordinære innleggelser med overnatting";0;"70A_70B"
"710O";"Koloskopi";0.067;1;;0.067;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"711O";"Poliklinisk endoskopi av øvre magetarmkanal";0.061;1;;0.061;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"712O";"Poliklinisk sigmoidoskopi";0.060;1;;0.060;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"713O";"Innlegging av stent i gallegang ved ERCP";0.280;1;;0.280;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"714O";"Terapeutisk endoskopi av gallegang";0.174;1;;0.174;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"715O";"Endoskopi av gallegang";0.148;1;;0.148;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"716O";"Terapeutisk endoskopi av urinveiene";0.311;1;;0.311;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"717O";"Endoskopi av øvre urinveier";0.068;1;;0.068;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"718O";"Endoskopi av nedre urinveier";0.038;1;;0.038;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"719O";"Hysteroskopi og salpingoskopi";0.062;1;;0.062;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"720O";"Kombinert gastrointestinal endoskopi";0.115;1;;0.115;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"75O";"Større thoraxoperasjoner, dagkirurgisk behandling";0.194;1;"K";0.194;4;0;"Dagkirurgi";"Null";"Null"
"77O";"Op på åndedrettssystemet ITAD, dagkirurgisk behandling";0.213;1;"K";0.213;4;0;"Dagkirurgi";"Null";"Null"
"801H";"Poliklinisk behandling av nevrologiske lidelser med infusjon av særskilte legemidler";0.369;0;;0.369;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"801J";"Poliklinisk kontakt med påfyll av baklofen ved ITB-behandling av dystoni og spastisitet";0.090;0;;0.090;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"801R";"Lokal smertebehandling";0.112;0;;0.112;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"801T";"Justering av implantert infusjonsutstyr eller shunt";0.041;0;;0.041;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"801U";"Nevropsykologisk undersøkelse";0.222;0;;0.222;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"801W";"Poliklinisk behandling av tilstander i nervesystemet med lokal injeksjon av botulinumtoksin";0.085;0;;0.085;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"801X";"Poliklinisk kontakt for nevrofysiologisk undersøkelse og testing";0.000;0;;0.000;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"802P";"Annen poliklinisk utredning og behandling av øyetilstander med spesifiserte tiltak";0.037;0;;0.037;2;0;"Polikliniske konsultasjoner";"Null";"Null"
"802U";"Poliklinisk behandling av AMD og makulaødem med lokal medikamentinjeksjon eller fotodynamisk metode";0.075;0;;0.075;2;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"803N";"Annen poliklinisk utredning og behandling av ØNH-tilstander med spesifiserte tiltak";0.045;0;;0.045;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"803R";"Diagnostisk intervensjon ved søvnapné";0.025;0;;0.025;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"803T";"Tannimplantatbehandling";0.281;0;;0.281;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"803U";"Hørselsundersøkelser og hørselsforbedrende tiltak";0.024;0;;0.024;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"804P";"Lokale intervensjoner i toraks";0.087;0;;0.087;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"804R";"Lungefunksjonsundersøkelse";0.063;0;;0.063;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"805P";"Elektrokonvertering av hjertearytmi";0.157;0;;0.157;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"806H";"Poliklinisk behandling av mage-tarmlidelser med infusjon av særskilte legemidler";0.233;0;;0.233;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"806P";"Mindre gastroenterologisk abdominal prosedyre";0.041;0;;0.041;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"806R";"Fysiologisk gastrointestinal undersøkelse";0.045;0;;0.045;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"807P";"Gastrointestinal biopsi";0.121;0;;0.121;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"808H";"Polikl behandling av revmatologiske lidelser med infusjon av særskilte legemidler";0.208;0;;0.208;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"808I";"Ikke-kirurgisk behandling av Dupuytrens kontraktur";0.303;0;;0.303;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"808U";"Muskel- og skjelettbiopsi";0.067;0;;0.067;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"808W";"Lukket reposisjon av brudd og luksasjon eller leddmobilisering";0.076;0;;0.076;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"808Y";"Ortopedisk bandasjering";0.048;0;;0.048;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"809H";"Poliklinisk behandling av hudlidelser med infusjon av særskilte legemidler";0.246;0;;0.246;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"809J";"Eksisjon eller destruksjon av hudlesjon";0.079;0;;0.079;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"809P";"Fotodynamisk behandling av hudlidelse";0.038;0;;0.038;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"809R";"Annen lysbehandling";0.009;0;;0.009;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"809S";"Basal sårbehandling";0.035;0;;0.035;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"809T";"Mindre hudprosedyre";0.056;0;;0.056;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"810R";"Registrering av hormonprofil";0.116;0;;0.116;10;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"811P";"Punksjon av nyre eller retroperitoneum";0.363;0;;0.363;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"811R";"Polikliniske urologiske tiltak, hovedsakelig diagnostiske";0.029;0;;0.029;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"811S";"Mindre prosedyre på nyrer og urinveier";0.032;0;;0.032;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"812P";"Mindre prosedyrer på mannlige kjønnsorgan";0.036;0;;0.036;12;0;"Polikliniske konsultasjoner";"Null";"Null"
"813R";"Assistert befruktning";0.032;0;;0.032;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"813S";"Gynekologisk biopsi";0.047;0;;0.047;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"813T";"Annen poliklinisk gynekologisk prosedyre";0.066;0;;0.066;13;0;"Polikliniske konsultasjoner";"Null";"Null"
"814P";"Annen helsehjelp ifm spontanabort og komplikasjoner etter abort";0.047;0;;0.047;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"814R";"Andre forløsningsprosedyrer";0.078;0;;0.078;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"814S";"Medikamentell svangerskapsavbrytelse";0.052;0;;0.052;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"816P";"Transfusjon av andre blodkomponenter";0.104;0;;0.104;16;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"816R";"Transfusjon av fullblod eller røde blodlegemer";0.099;0;;0.099;16;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"817S";"Fullblods tapping, eller uttak av beinmarg";0.036;0;;0.036;17;0;"Polikliniske konsultasjoner";"Null";"Null"
"823R";"Mindre prosedyrer vedr faktorer som har betydning for helsetilstanden/ kontakten med helsetjenesten";0.036;0;;0.036;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"823S";"Allergologisk provokasjonstest";0.049;0;;0.049;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"823T";"Desensibilisering mot allergener ";0.015;0;;0.015;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"823U";"Hyperbar oksygenbehandling";0.051;0;;0.051;40;0;"Polikliniske konsultasjoner";"Null";"Null"
"850A";"Poliklinisk kontakt for ordinær planlegging av stråleterapi";0.359;0;;0.359;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"850B";"Poliklinisk kontakt for kompleks planlegging av stråleterapi";0.390;0;;0.390;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"850C";"Poliklinisk kontakt for simulering og annen enklere planlegging av stråleterapi";0.235;0;;0.235;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851A";"Poliklinisk ekstern strålebehandling ved svulst i sentralnervesystemet";0.034;0;;0.034;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851C";"Poliklinisk ekstern strålebehandling ved svulst i øre, nese, hals, øye og ansikt";0.035;0;;0.035;2;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851D";"Poliklinisk ekstern strålebehandling ved lungekreft";0.036;0;;0.036;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851F";"Poliklinisk ekstern strålebehandling ved kreft i fordøyelsesorganer";0.033;0;;0.033;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851J";"Poliklinisk ekstern strålebehandling ved hudkreft";0.034;0;;0.034;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851K";"Poliklinisk ekstern strålebehandling ved brystkreft";0.038;0;;0.038;30;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851N";"Poliklinisk ekstern strålebehandling ved svulst i mannlige kjønnsorganer";0.035;0;;0.035;12;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851R";"Poliklinisk ekstern strålebehandling ved kreft i bloddannende organer og lymfatisk vev";0.037;0;;0.037;17;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"851X";"Poliklinisk ekstern strålebehandling ved andre tilstander";0.035;0;;0.035;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"852N";"Brakyterapi ved prostatakreft";0.649;0;"K";0.649;12;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"852X";"Poliklinisk brakyterapi ved svulst";0.357;0;;0.357;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856D";"Poliklinisk medikamentell behandling av lungekreft";0.398;0;;0.398;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856F";"Poliklinisk medikamentell behandling av kreft i fordøyelsesorganer";0.158;0;;0.158;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
